gene_name,logfc,pvalue
ENSG00000152894,0.084528876,0.020367037
ENSG00000159199,-0.245178728,0.020393116
ENSG00000168488,0.157071668,0.020493109
ENSG00000205476,0.079373792,0.020173428
ENSG00000266714,-0.221201221,0.020659001
ENSG00000271503,-0.118921336,0.02055154
ENSG00000136522,-0.150567024,0.020753836
ENSG00000073111,0.07285681,0.020826682
ENSG00000165389,-0.089345182,0.020931793
ENSG00000165272,0.071072591,0.021024891
ENSG00000165125,0.034708223,0.02106782
ENSG00000092841,-0.263992885,0.021242019
ENSG00000132680,0.141486705,0.021245993
ENSG00000125910,-0.167962726,0.021327323
ENSG00000136159,0.096130231,0.021547487
ENSG00000136492,-0.055441985,0.021510345
ENSG00000142507,-0.250714985,0.021581506
ENSG00000169031,0.097556486,0.02160575
ENSG00000177731,-0.242301109,0.021496942
ENSG00000002586,-0.225040152,0.021905442
ENSG00000068912,0.220702463,0.022465024
ENSG00000101439,-0.089104715,0.021849251
ENSG00000112297,0.180747232,0.022007353
ENSG00000115325,-0.200934883,0.02237814
ENSG00000115956,-0.234351036,0.022130028
ENSG00000119771,0.089438161,0.022440753
ENSG00000121671,0.102076815,0.021742852
ENSG00000124788,0.1593662,0.022541104
ENSG00000132286,0.149642616,0.022434114
ENSG00000132842,0.196301509,0.022070266
ENSG00000135144,-0.077030343,0.022566363
ENSG00000135679,0.132058664,0.02256275
ENSG00000136504,0.200467365,0.022364523
ENSG00000145391,0.111266723,0.022294897
ENSG00000156587,-0.234758134,0.022074359
ENSG00000157985,-0.030126044,0.022522161
ENSG00000158457,-0.211387671,0.022145112
ENSG00000165905,0.096135962,0.021981971
ENSG00000171492,0.204717369,0.022522501
ENSG00000176658,-0.072665789,0.022166173
ENSG00000197024,0.090688903,0.022328252
ENSG00000205189,0.11000564,0.021914072
ENSG00000261740,-0.161683433,0.022119073
ENSG00000101639,0.074028144,0.022731679
ENSG00000130724,-0.230119678,0.022732922
ENSG00000198182,0.05060909,0.022660171
ENSG00000080298,0.107445829,0.022774971
ENSG00000243156,0.138839314,0.022979179
ENSG00000110075,0.185182029,0.023076194
ENSG00000145103,0.090687912,0.023043523
ENSG00000014641,-0.236706236,0.023135891
ENSG00000125445,-0.233366647,0.023371495
ENSG00000089057,0.137753479,0.023543486
ENSG00000118816,-0.203735823,0.023554937
ENSG00000140264,-0.241795241,0.023495877
ENSG00000141098,-0.135636253,0.023490454
ENSG00000013588,-0.040900447,0.024148377
ENSG00000109436,0.129056399,0.024106378
ENSG00000118922,0.142489574,0.024105879
ENSG00000119912,0.110835738,0.02364189
ENSG00000124570,-0.167671482,0.024030305
ENSG00000131871,-0.13868482,0.023760176
ENSG00000138050,0.090769486,0.023661369
ENSG00000144645,0.165891771,0.024084579
ENSG00000152454,0.08039782,0.023720669
ENSG00000153885,-0.045802391,0.024120465
ENSG00000161217,0.176171059,0.023910467
ENSG00000165699,0.209659234,0.023879755
ENSG00000168016,0.09410612,0.02389532
ENSG00000204577,-0.064896802,0.023813725
ENSG00000258311,0.131506368,0.02406666
ENSG00000111412,-0.225202342,0.02421561
ENSG00000162341,0.118537023,0.024277267
ENSG00000197417,0.04663879,0.024501322
ENSG00000018280,-0.107353573,0.024598868
ENSG00000004779,-0.179800769,0.025251537
ENSG00000006534,-0.094572288,0.024999607
ENSG00000070961,0.218507497,0.024766342
ENSG00000090861,-0.219887288,0.024921648
ENSG00000115234,-0.186987202,0.024923691
ENSG00000128604,-0.225476613,0.024899662
ENSG00000131100,-0.225164431,0.02486944
ENSG00000135164,0.209959521,0.025152788
ENSG00000136715,0.087626329,0.0247898
ENSG00000138032,0.122526661,0.025076763
ENSG00000164414,-0.180238344,0.025256174
ENSG00000171988,0.188509176,0.025267962
ENSG00000173692,-0.234933466,0.024966289
ENSG00000175029,-0.076744393,0.025123011
ENSG00000198836,0.129523266,0.024723596
ENSG00000198911,0.098168465,0.025148467
ENSG00000204410,0.109064568,0.024773186
ENSG00000117713,0.208286133,0.025319572
ENSG00000090975,0.06670791,0.02535987
ENSG00000135535,-0.222368755,0.025463534
ENSG00000213977,-0.10118463,0.025427911
ENSG00000100815,-0.131496131,0.025644656
ENSG00000102531,0.164651584,0.025819211
ENSG00000145649,-0.084205405,0.025729527
