gene_name,logfc,pvalue
ENSG00000112249,0.097873351,0.075006573
ENSG00000196220,0.035143703,0.07496464
ENSG00000042753,-0.101968492,0.075233516
ENSG00000106868,-0.029912172,0.075121442
ENSG00000114786,0.036064943,0.075202177
ENSG00000185829,0.095382735,0.075268853
ENSG00000101152,-0.094539588,0.075512866
ENSG00000004139,0.068991327,0.075626193
ENSG00000101966,0.051757377,0.075598066
ENSG00000104043,-0.03447403,0.075691727
ENSG00000077147,0.062554035,0.076060761
ENSG00000106246,0.116044789,0.076050359
ENSG00000115649,-0.135911238,0.076090567
ENSG00000119922,-0.089774251,0.075960889
ENSG00000166272,-0.111205902,0.076261174
ENSG00000136451,0.119074154,0.076322067
ENSG00000182923,-0.126082042,0.076381148
ENSG00000106290,0.105261309,0.07657751
ENSG00000167930,-0.120954385,0.076565597
ENSG00000152926,0.063985006,0.07664754
ENSG00000022277,-0.13485558,0.076911427
ENSG00000104524,-0.072132982,0.076894552
ENSG00000113719,0.080564471,0.077060918
ENSG00000130775,-0.110817751,0.07696474
ENSG00000154814,0.072915761,0.076896976
ENSG00000184508,-0.088008756,0.077052228
ENSG00000130706,-0.135165187,0.077251427
ENSG00000166432,0.101302762,0.077419319
ENSG00000167996,-0.106888107,0.077374933
ENSG00000170500,-0.041051576,0.077342674
ENSG00000171700,-0.130008486,0.077452714
ENSG00000185215,-0.046295749,0.077343034
ENSG00000123983,0.062270403,0.077618671
ENSG00000173451,-0.059782885,0.077632136
ENSG00000175203,-0.13349915,0.077635413
ENSG00000198198,0.11602687,0.077675919
ENSG00000141552,-0.114601533,0.077815003
ENSG00000180871,-0.020882286,0.077855859
ENSG00000050426,-0.128071461,0.078077195
ENSG00000137502,0.114745921,0.078018417
ENSG00000142657,-0.100567796,0.078081677
ENSG00000154359,0.0608818,0.07792981
ENSG00000113387,-0.126755788,0.078193672
ENSG00000114353,-0.109951168,0.078180169
ENSG00000132535,0.031538492,0.078391634
ENSG00000025156,0.058076916,0.078728422
ENSG00000047315,-0.134199445,0.078657102
ENSG00000119686,-0.045946396,0.078717581
ENSG00000187116,-0.057355927,0.078715497
ENSG00000196357,0.064858537,0.078608525
ENSG00000183475,0.069258477,0.078813652
ENSG00000123095,0.05320128,0.078904763
ENSG00000120868,-0.08842524,0.079042761
ENSG00000075624,-0.130629019,0.079147945
ENSG00000134250,0.107154857,0.079364965
ENSG00000111530,0.094280032,0.079571418
ENSG00000167555,0.06021681,0.079547265
ENSG00000094916,0.094781375,0.079756772
ENSG00000146278,-0.126864675,0.079691906
ENSG00000166526,-0.105597023,0.079758486
ENSG00000101220,-0.088475296,0.079928445
ENSG00000106554,0.129212947,0.079941752
ENSG00000162600,-0.107628751,0.080060871
ENSG00000162645,-0.076274488,0.080069586
ENSG00000106692,0.041562038,0.080546766
ENSG00000112697,0.057320932,0.080558128
ENSG00000118292,-0.047655491,0.080558729
ENSG00000122550,0.072096135,0.080492025
ENSG00000141510,-0.122351148,0.08028739
ENSG00000185010,0.064501937,0.080318567
ENSG00000185043,-0.104455233,0.080390503
ENSG00000267508,-0.055335169,0.080584054
ENSG00000145945,-0.045246115,0.080774429
ENSG00000163344,-0.105923812,0.080857236
ENSG00000180694,0.050325265,0.080832718
ENSG00000185475,-0.107212284,0.080915538
ENSG00000119138,0.052597783,0.080979406
ENSG00000108576,0.021054977,0.081153648
ENSG00000129696,-0.089560505,0.08114403
ENSG00000182179,0.129165942,0.081161812
ENSG00000213413,-0.108884296,0.081200933
ENSG00000139132,-0.042734709,0.081460455
ENSG00000130305,-0.117228591,0.081577034
ENSG00000153201,0.07093522,0.081531772
ENSG00000072506,-0.101409336,0.08197045
ENSG00000115760,0.090252993,0.081928347
ENSG00000141425,0.107877546,0.082016283
ENSG00000151239,0.064840802,0.081958286
ENSG00000153046,-0.064927827,0.081792035
ENSG00000171223,-0.075727373,0.081843797
ENSG00000214944,-0.034081699,0.081882901
ENSG00000264364,0.081274297,0.082066566
ENSG00000100413,0.077922831,0.082180321
ENSG00000033867,0.093749941,0.082576676
ENSG00000117632,-0.086946306,0.082566196
ENSG00000130669,-0.035510987,0.082422138
ENSG00000154760,0.050930844,0.082683418
ENSG00000189306,-0.077902644,0.082697532
ENSG00000273173,-0.032251153,0.082690274
ENSG00000107614,0.072823158,0.083143346
ENSG00000122068,0.070861316,0.083024915
ENSG00000123609,-0.098526898,0.08313383
ENSG00000137177,0.050016225,0.08307822
ENSG00000167377,-0.071980336,0.083077557
ENSG00000175470,-0.082578665,0.082887122
ENSG00000187189,0.107908031,0.083128723
ENSG00000213246,-0.104451166,0.083175576
ENSG00000196154,-0.063379167,0.083233557
ENSG00000074621,0.10053504,0.083354324
ENSG00000128309,-0.071183707,0.083575385
ENSG00000157570,0.038747132,0.083542318
ENSG00000174032,0.059285988,0.083570872
ENSG00000109321,0.046932144,0.083764697
ENSG00000159713,-0.039616544,0.083786766
ENSG00000143119,-0.123627638,0.083970853
ENSG00000138835,-0.066207288,0.084106782
ENSG00000051825,0.064900353,0.08436084
ENSG00000102699,0.105234453,0.084678549
ENSG00000107331,0.066723684,0.085395947
ENSG00000118482,0.12110036,0.085035744
ENSG00000124784,0.077619535,0.085331498
ENSG00000130165,-0.127517708,0.085087441
ENSG00000131263,0.071489048,0.085417918
ENSG00000131495,-0.081761982,0.085143755
ENSG00000136273,0.094202156,0.084882643
ENSG00000138380,0.053992371,0.084385308
ENSG00000142556,0.052104516,0.084951497
ENSG00000157184,-0.067542129,0.084577672
ENSG00000157379,-0.102229339,0.085244893
ENSG00000163832,-0.085589616,0.08462222
ENSG00000164889,0.051946797,0.0848827
ENSG00000167034,0.039495258,0.085264997
ENSG00000169047,0.040224075,0.084763054
ENSG00000172183,-0.102816974,0.085411163
ENSG00000204256,0.104775227,0.084309653
ENSG00000213463,-0.084568082,0.084960906
ENSG00000250151,-0.078962854,0.08520607
ENSG00000285721,0.074302189,0.084619859
ENSG00000182858,0.080236869,0.085506464
ENSG00000213397,-0.079951643,0.085583033
ENSG00000164924,0.117954575,0.085704334
ENSG00000256087,0.052260736,0.085746759
ENSG00000204580,0.04559465,0.085812476
ENSG00000004777,0.047353232,0.086425194
ENSG00000049883,0.076817105,0.0873254
ENSG00000065029,0.102608103,0.086277154
ENSG00000065357,0.112766709,0.08728708
ENSG00000091483,-0.09886881,0.086052872
ENSG00000094914,0.098261295,0.086040186
ENSG00000101343,-0.077658524,0.086762093
ENSG00000102390,-0.106469497,0.086361749
ENSG00000105732,0.063237049,0.086491768
ENSG00000111711,0.08100859,0.086418176
ENSG00000113810,-0.069336003,0.086903963
ENSG00000116701,-0.081407258,0.086467465
ENSG00000118640,-0.098215746,0.08718392
ENSG00000125430,-0.045570339,0.086853345
ENSG00000130429,-0.126085079,0.087030338
ENSG00000138035,-0.090840149,0.086976913
ENSG00000143569,0.094058106,0.0866563
ENSG00000147443,-0.083259394,0.08691247
ENSG00000151304,0.077910699,0.086503427
ENSG00000160194,-0.083080156,0.087113619
ENSG00000161526,-0.115996141,0.087184413
ENSG00000171570,-0.047143945,0.086466298
ENSG00000173276,0.056248559,0.087214844
ENSG00000180182,0.084190012,0.086706412
ENSG00000197969,0.053088327,0.086209305
ENSG00000204397,-0.090985458,0.086803373
ENSG00000213281,0.104110134,0.086631704
ENSG00000117676,-0.127129873,0.087502391
ENSG00000139514,0.050798931,0.087468659
ENSG00000232388,-0.092000331,0.087454436
ENSG00000168476,-0.067093851,0.087579424
ENSG00000168497,-0.042490455,0.087724865
ENSG00000188566,0.047491884,0.087682952
ENSG00000175115,0.100781907,0.087797751
ENSG00000143774,-0.102373815,0.087931306
ENSG00000177613,0.08144564,0.08790744
ENSG00000132432,-0.084951131,0.088024876
ENSG00000081237,0.122848115,0.088280679
ENSG00000095787,0.10926428,0.088214699
ENSG00000104093,-0.052301948,0.088294287
ENSG00000138641,0.107595943,0.088446415
ENSG00000143933,-0.108524179,0.088503359
ENSG00000089818,0.095717053,0.088680016
ENSG00000113838,0.074287542,0.088779637
ENSG00000120733,-0.115427809,0.088793546
ENSG00000136143,-0.085409919,0.088790349
ENSG00000168653,-0.095800878,0.08881337
ENSG00000133561,-0.063196955,0.088913955
ENSG00000051620,-0.064555441,0.08922007
ENSG00000139641,-0.130064817,0.089208935
ENSG00000163393,0.042555633,0.089133329
ENSG00000170584,-0.073880279,0.089140932
ENSG00000115942,0.065482826,0.089326274
ENSG00000079277,-0.106349777,0.089440983
ENSG00000126759,-0.06592563,0.089426408
ENSG00000168229,-0.03205816,0.089569108
ENSG00000255398,-0.032166252,0.089543393
ENSG00000038274,-0.124184357,0.089699308
ENSG00000104904,-0.098629832,0.09036353
ENSG00000106799,0.065441437,0.089867134
ENSG00000108826,-0.080709263,0.090450958
ENSG00000110400,-0.034819887,0.090427832
ENSG00000113648,-0.116229053,0.090017017
ENSG00000116171,-0.119900785,0.089907451
ENSG00000119397,0.123332356,0.090383946
ENSG00000119509,0.065671263,0.090077889
ENSG00000126264,-0.066447662,0.090181112
ENSG00000139178,0.044816226,0.090412744
ENSG00000167851,-0.064284641,0.090094623
ENSG00000174917,-0.092740081,0.089859264
ENSG00000182287,-0.092282131,0.089760448
ENSG00000214022,-0.071972623,0.090361257
ENSG00000105639,0.120492502,0.09063293
ENSG00000150527,0.117314661,0.090658599
ENSG00000087095,0.03616804,0.09138712
ENSG00000087157,0.09940404,0.091128809
ENSG00000114544,0.097284423,0.091066682
ENSG00000115484,-0.124894179,0.091295781
ENSG00000124299,-0.104197396,0.091345293
ENSG00000131462,-0.067466973,0.091296507
ENSG00000136810,-0.101759485,0.090956146
ENSG00000172005,0.043140893,0.091213274
ENSG00000177700,-0.09546342,0.091298977
ENSG00000203879,0.076779564,0.0909162
ENSG00000198589,0.117082987,0.091473759
ENSG00000074657,0.073830651,0.091697216
ENSG00000095383,-0.068433012,0.091667111
ENSG00000106605,-0.070989594,0.092074076
ENSG00000110318,0.068348582,0.092004477
ENSG00000118420,-0.078056951,0.091648082
ENSG00000120800,0.059036272,0.092072709
ENSG00000128815,0.080640263,0.092237691
ENSG00000165801,-0.073710667,0.091824004
ENSG00000171408,0.03974644,0.091914369
ENSG00000187164,0.027899162,0.092226602
ENSG00000197249,-0.054150003,0.092249115
ENSG00000262246,0.115473642,0.091960637
ENSG00000285053,-0.038854516,0.092246017
ENSG00000012963,0.111873653,0.092361595
ENSG00000006451,-0.091894412,0.092792575
ENSG00000100813,0.072547166,0.093220657
ENSG00000118197,-0.083409433,0.093326211
ENSG00000120738,-0.088456037,0.093078332
ENSG00000126246,-0.113032268,0.092836336
ENSG00000127948,-0.090582004,0.093131998
ENSG00000136709,0.092945705,0.093030177
ENSG00000138036,-0.052327224,0.092634092
ENSG00000149925,-0.118144081,0.093542384
ENSG00000158710,0.122869602,0.092987343
ENSG00000162302,-0.039291939,0.09340375
ENSG00000170633,-0.117832578,0.092679819
ENSG00000171817,0.040831899,0.092725508
ENSG00000174021,-0.114077404,0.093434163
ENSG00000174695,-0.091022577,0.09357149
ENSG00000186017,-0.06868707,0.093154871
ENSG00000188283,0.08913493,0.093562269
ENSG00000198886,0.069490574,0.093003492
ENSG00000269858,-0.113013187,0.093376564
ENSG00000280987,0.032284377,0.09258742
ENSG00000148803,-0.08308669,0.093640801
ENSG00000197540,-0.047826344,0.093692731
ENSG00000055332,0.071886756,0.093765044
ENSG00000109062,-0.066408859,0.093821143
ENSG00000134539,-0.037423509,0.093912115
ENSG00000187118,-0.090491234,0.094201788
ENSG00000243696,0.048914253,0.094334426
ENSG00000100033,0.035695507,0.094471706
ENSG00000184381,0.048722154,0.094611948
ENSG00000010610,-0.061992124,0.095915142
ENSG00000099817,-0.122585179,0.094792368
ENSG00000100364,-0.067098049,0.095194628
ENSG00000110719,-0.077839638,0.095677675
ENSG00000111275,-0.051111303,0.095777405
ENSG00000113749,-0.055009879,0.095772854
ENSG00000120656,-0.100572134,0.096074774
ENSG00000120915,0.053237653,0.095825711
ENSG00000121931,-0.112027336,0.095197503
ENSG00000123352,0.063141742,0.095310363
ENSG00000126247,-0.087304313,0.095730732
ENSG00000134061,-0.091052066,0.095237604
ENSG00000135624,-0.124473835,0.095971156
ENSG00000138760,-0.079356738,0.095808401
ENSG00000162639,-0.067942388,0.096099167
ENSG00000164609,-0.114619325,0.096031132
ENSG00000166145,-0.047178382,0.096267027
ENSG00000167680,-0.017475243,0.095075534
ENSG00000169375,0.102610237,0.09523617
ENSG00000170113,0.058554575,0.095365704
ENSG00000174485,0.075964287,0.096251567
ENSG00000175104,0.094506063,0.095280184
ENSG00000175110,-0.093904409,0.096176044
ENSG00000186265,-0.094092049,0.096283749
ENSG00000188313,-0.097454147,0.096112812
ENSG00000197128,0.04008814,0.095489568
ENSG00000198856,-0.117960765,0.095246904
ENSG00000204370,-0.107660416,0.096099416
ENSG00000170379,0.054262488,0.0963427
ENSG00000076053,0.066792975,0.097648555
ENSG00000091592,0.117953542,0.097780923
ENSG00000092068,0.028574878,0.09668693
ENSG00000092470,-0.056104455,0.097390348
ENSG00000101079,0.104102189,0.096665248
ENSG00000101347,-0.081745695,0.097086057
ENSG00000103021,0.023881514,0.097943838
ENSG00000103381,-0.072921952,0.097752241
ENSG00000116199,0.067180547,0.097101722
ENSG00000121964,0.060696076,0.097960427
ENSG00000130844,0.091662434,0.097995705
ENSG00000137496,0.100000681,0.097393352
ENSG00000137563,-0.050518467,0.098019452
ENSG00000138757,0.087355451,0.097557295
ENSG00000147576,0.055706732,0.096976488
ENSG00000148925,0.086615157,0.09722703
ENSG00000164733,-0.107501749,0.097395432
ENSG00000165675,-0.085568851,0.09796092
ENSG00000171634,-0.091569469,0.097838024
ENSG00000172493,0.068462524,0.097942039
ENSG00000173473,-0.105105919,0.097399817
ENSG00000176845,-0.04650198,0.096969089
ENSG00000182973,0.091249466,0.097289653
ENSG00000215012,-0.056364572,0.096722906
ENSG00000218336,-0.042626464,0.096796623
ENSG00000243667,-0.072497387,0.096845866
ENSG00000111271,0.076463627,0.098305625
ENSG00000112081,-0.114901514,0.098233203
ENSG00000138674,0.106597099,0.098276517
ENSG00000006015,-0.072401144,0.099001601
ENSG00000057608,-0.119521044,0.098928269
ENSG00000113734,0.064681097,0.098675861
ENSG00000119004,0.087896592,0.099075005
ENSG00000120280,-0.081556334,0.098637853
ENSG00000158773,0.077147609,0.098977373
ENSG00000175595,-0.062459924,0.098815159
ENSG00000188177,0.053078081,0.098751853
ENSG00000197746,-0.093435262,0.098867862
ENSG00000211450,-0.096493986,0.098759556
ENSG00000258839,0.053201589,0.098556738
ENSG00000267855,-0.092957315,0.099058361
ENSG00000093010,-0.078467303,0.099437491
ENSG00000167615,0.072271909,0.099412584
ENSG00000197121,0.033448727,0.099578099
ENSG00000008086,0.04089525,0.100044039
ENSG00000011454,0.057906461,0.10068409
ENSG00000081052,0.067344008,0.100488024
ENSG00000100220,-0.108545372,0.100036761
ENSG00000100883,-0.108948741,0.100528773
ENSG00000109680,0.049847232,0.100253436
ENSG00000113161,0.061609886,0.100145942
ENSG00000121210,0.100004137,0.10016002
ENSG00000128335,-0.074753238,0.100373743
ENSG00000133740,-0.094853351,0.100945851
ENSG00000143702,0.064124474,0.100193144
ENSG00000162385,-0.087123556,0.100594061
ENSG00000162777,-0.087746717,0.100922498
ENSG00000163435,-0.040873809,0.100641436
ENSG00000165282,0.08278088,0.100904484
ENSG00000165916,-0.114871745,0.099808342
ENSG00000168298,0.045100478,0.100398753
ENSG00000168710,-0.077312101,0.100875806
ENSG00000172037,-0.017376023,0.100513084
ENSG00000172262,0.092924636,0.100519033
ENSG00000178177,0.051133415,0.100932186
ENSG00000184110,-0.101212313,0.100423323
ENSG00000240505,0.086545285,0.100468984
ENSG00000003402,0.113569249,0.101148258
ENSG00000089050,0.043279191,0.101071174
ENSG00000124588,-0.07769923,0.101118068
ENSG00000092094,-0.104821682,0.101295811
ENSG00000123104,0.074432862,0.101304614
ENSG00000127824,-0.116837599,0.1013853
ENSG00000181038,-0.108563266,0.101386739
ENSG00000091513,0.036463887,0.101485954
ENSG00000145730,0.053537415,0.101574645
ENSG00000196724,0.052265004,0.101569576
ENSG00000100097,-0.070236118,0.10181204
ENSG00000101751,-0.059004101,0.101762124
ENSG00000070366,0.076883272,0.101998001
ENSG00000155508,0.116656068,0.102070462
ENSG00000169435,-0.037381557,0.10211465
ENSG00000065978,-0.086532288,0.102284497
ENSG00000129559,-0.096862472,0.102283677
ENSG00000115207,0.081008191,0.102462173
ENSG00000080845,0.090653191,0.102579232
ENSG00000161813,0.0555303,0.102791308
ENSG00000181830,-0.070222853,0.102880819
ENSG00000133256,0.050130399,0.10302481
ENSG00000186814,0.076275047,0.103124055
ENSG00000168995,-0.042242383,0.103204338
ENSG00000004399,-0.040237297,0.103522306
ENSG00000010361,0.045445325,0.103709014
ENSG00000020922,0.074380563,0.103673712
ENSG00000078674,0.097902761,0.103413519
ENSG00000164961,0.078149828,0.103700201
ENSG00000166902,-0.102543056,0.103491302
ENSG00000173110,-0.043620337,0.103460791
ENSG00000173894,-0.037590153,0.103554237
ENSG00000112685,0.075114265,0.103967787
ENSG00000140718,0.084694918,0.103862001
ENSG00000188938,0.086539011,0.103922644
ENSG00000055483,0.072700033,0.104189559
ENSG00000104897,0.041524843,0.104363466
ENSG00000143543,-0.081979908,0.104350336
ENSG00000158019,0.090109796,0.104256784
ENSG00000179526,-0.07444367,0.104221678
ENSG00000185000,0.051999308,0.104371924
ENSG00000120253,0.051359236,0.104627999
ENSG00000108106,-0.030875641,0.104933375
ENSG00000121895,-0.106992333,0.105222725
ENSG00000114850,-0.096323385,0.105580177
ENSG00000003056,-0.106864097,0.10699646
ENSG00000006007,-0.103968117,0.108311187
ENSG00000038002,-0.071436551,0.108234487
ENSG00000060971,-0.081411,0.107134898
ENSG00000067066,0.111271879,0.108140915
ENSG00000072864,0.090658646,0.107052576
ENSG00000081177,0.054786926,0.109267296
ENSG00000089094,0.077555186,0.107738774
ENSG00000097007,-0.080660828,0.107320106
ENSG00000099795,-0.079270641,0.108686429
ENSG00000100109,-0.10143211,0.10612378
ENSG00000100387,-0.083577033,0.108396669
ENSG00000100908,-0.052951134,0.109572365
ENSG00000101194,-0.110066093,0.106210529
ENSG00000101846,-0.048678201,0.107950082
ENSG00000105821,-0.114847297,0.106611472
ENSG00000105953,0.078085877,0.108624718
ENSG00000106266,0.073773283,0.108353354
ENSG00000108262,0.069302657,0.10914244
ENSG00000108671,-0.106192168,0.10657396
ENSG00000111653,-0.10160872,0.108299019
ENSG00000120053,-0.052008905,0.107470845
ENSG00000123545,-0.066023646,0.10823442
ENSG00000125089,-0.096530103,0.106161689
ENSG00000127083,0.037403951,0.106465604
ENSG00000127952,-0.084463617,0.108848225
ENSG00000128609,0.099398122,0.109168446
ENSG00000130755,-0.076251468,0.106949499
ENSG00000135114,-0.044069381,0.107628072
ENSG00000135249,0.060964812,0.106712076
ENSG00000135390,-0.110824109,0.106866985
ENSG00000139160,0.048057915,0.109580047
ENSG00000139174,0.062456875,0.10953378
ENSG00000139726,-0.109666864,0.107886053
ENSG00000140474,-0.071439001,0.108246608
ENSG00000142178,0.035776346,0.109574742
ENSG00000142546,-0.085460315,0.107333491
ENSG00000143553,-0.096210775,0.106884124
ENSG00000143612,-0.109838265,0.108716546
ENSG00000143772,0.112782887,0.106377223
ENSG00000144061,0.039330653,0.107200302
ENSG00000144161,-0.067657692,0.108843794
ENSG00000147162,0.076085095,0.108657185
ENSG00000147649,-0.087677513,0.107067541
ENSG00000147724,-0.039237827,0.108067616
ENSG00000151366,-0.073807006,0.108289198
ENSG00000156500,0.049563759,0.109365576
ENSG00000161091,-0.071286903,0.107436268
ENSG00000163820,0.064362979,0.105853349
ENSG00000167904,0.049252912,0.109731504
ENSG00000167985,-0.091801872,0.10967097
ENSG00000169239,0.098931475,0.107432958
ENSG00000169813,-0.091428701,0.109748861
ENSG00000171316,0.084048951,0.106367542
ENSG00000171421,-0.067614694,0.108079264
ENSG00000184305,0.057259574,0.109343793
ENSG00000184990,-0.078903349,0.108063151
ENSG00000186231,0.026179938,0.106433968
ENSG00000189319,-0.10764214,0.108724977
ENSG00000196116,0.055891759,0.10970107
ENSG00000196236,0.066454249,0.10923346
ENSG00000197937,-0.045441179,0.109159717
ENSG00000198258,-0.090314063,0.107202356
ENSG00000198668,-0.117068938,0.107005772
ENSG00000198712,0.066202832,0.109160259
ENSG00000204131,0.044205932,0.106896567
ENSG00000211638,-0.049798977,0.107654279
ENSG00000213066,-0.071271736,0.109418697
ENSG00000213347,-0.055969812,0.107045091
ENSG00000255823,-0.013344741,0.107054621
ENSG00000005436,-0.050167567,0.110245163
ENSG00000023909,0.030577814,0.110022231
ENSG00000104973,0.064617322,0.109941451
ENSG00000138756,0.067520077,0.110541688
ENSG00000139187,-0.071242378,0.110474808
ENSG00000155849,0.101767878,0.110138976
ENSG00000168116,0.046932156,0.110116059
ENSG00000172771,-0.043391861,0.1105785
ENSG00000173171,-0.08780275,0.110343025
ENSG00000175854,-0.064782936,0.11056713
ENSG00000183960,0.07935705,0.11019253
ENSG00000188958,0.03432053,0.110353275
ENSG00000197728,0.034481037,0.110347734
ENSG00000242110,-0.039278528,0.110047792
ENSG00000053501,-0.085373967,0.111587291
ENSG00000056097,0.102734983,0.111513497
ENSG00000058600,0.100742164,0.111770075
ENSG00000071967,-0.033740246,0.11174667
ENSG00000072501,-0.075937003,0.111499579
ENSG00000103148,0.080664563,0.11086333
ENSG00000103254,-0.038818141,0.111443718
ENSG00000105556,0.039008692,0.111767669
ENSG00000117133,0.087062573,0.11136965
ENSG00000127666,0.077392619,0.111977527
ENSG00000134245,0.048575737,0.11139744
ENSG00000139437,-0.093948022,0.11190411
ENSG00000155463,0.110165628,0.110974058
ENSG00000158716,-0.067176044,0.110887906
ENSG00000159079,-0.090410126,0.111737511
ENSG00000164975,0.069634216,0.110966632
ENSG00000170265,0.046110438,0.110842372
ENSG00000170906,-0.085608337,0.11193051
ENSG00000176049,-0.030102585,0.111325219
ENSG00000177106,-0.048431615,0.111941915
ENSG00000185324,-0.110230421,0.110699106
ENSG00000211893,0.074487425,0.111549181
ENSG00000215252,0.053521317,0.111833141
ENSG00000228300,-0.074118508,0.111984141
ENSG00000006607,0.077226734,0.112588478
ENSG00000090263,-0.074701994,0.112398373
ENSG00000103404,-0.044756609,0.11210949
ENSG00000110876,-0.076711187,0.112423741
ENSG00000125629,-0.0635282,0.113067885
ENSG00000126705,-0.03606526,0.112231085
ENSG00000135749,0.052719461,0.112760238
ENSG00000144152,-0.028481782,0.113080197
ENSG00000145916,0.099059203,0.112708171
ENSG00000155368,-0.095877848,0.112844961
ENSG00000158825,-0.038585259,0.113045483
ENSG00000164597,0.062775285,0.112936102
ENSG00000168970,-0.063585548,0.113054512
ENSG00000175701,-0.046797511,0.112279223
ENSG00000178917,0.042696155,0.112667119
ENSG00000184898,0.056507488,0.112207109
ENSG00000185101,0.100822733,0.112833659
ENSG00000211689,-0.042751,0.11283587
ENSG00000104381,0.057489051,0.113201845
ENSG00000162688,0.089353879,0.113211704
ENSG00000167716,-0.077913189,0.113291546
ENSG00000138182,-0.066451635,0.113661495
ENSG00000138663,-0.096293576,0.113555537
ENSG00000163736,-0.046064311,0.113632324
ENSG00000204161,0.080829421,0.113535081
ENSG00000172466,0.088939416,0.113785227
ENSG00000189056,0.006801404,0.113766199
ENSG00000227500,0.057265064,0.113837721
ENSG00000043143,0.08192567,0.114573949
ENSG00000067369,0.066699419,0.114563464
ENSG00000081307,0.051175549,0.114598464
ENSG00000084207,-0.090758125,0.114551248
ENSG00000108963,0.060645011,0.114199669
ENSG00000119969,-0.066581282,0.114006413
ENSG00000124181,0.058199955,0.114238168
ENSG00000137168,-0.06225225,0.114321575
ENSG00000140743,0.032344049,0.11450687
ENSG00000160213,-0.082651858,0.114335539
ENSG00000173334,-0.049338142,0.114149313
ENSG00000198780,0.031374249,0.114087305
ENSG00000138018,0.051050093,0.114755389
ENSG00000162961,-0.093175612,0.114712234
ENSG00000105246,-0.044317973,0.114934238
ENSG00000145604,-0.091321762,0.114850024
ENSG00000258102,-0.04922681,0.11493839
ENSG00000120458,-0.055267678,0.115036424
ENSG00000113262,-0.041104211,0.115231633
ENSG00000149547,0.05979436,0.115285431
ENSG00000005448,-0.080277926,0.11564117
ENSG00000088543,0.04009829,0.1169161
ENSG00000089597,0.086847518,0.116912595
ENSG00000096092,0.049881198,0.115876382
ENSG00000100911,-0.089207556,0.115452743
ENSG00000102100,-0.084151616,0.115807991
ENSG00000105404,-0.088082864,0.116818235
ENSG00000108433,0.095827864,0.115771265
ENSG00000109111,0.077056074,0.116964629
ENSG00000113068,0.114604387,0.116161653
ENSG00000121807,-0.051122505,0.115653363
ENSG00000123268,-0.052041606,0.116999759
ENSG00000125386,0.084915625,0.116708335
ENSG00000130826,-0.101105445,0.116885388
ENSG00000137752,-0.075284286,0.116764826
ENSG00000139372,-0.07526991,0.116971012
ENSG00000142599,0.068150553,0.116871922
ENSG00000144228,0.074027867,0.11675279
ENSG00000152778,0.076495227,0.115402296
ENSG00000160201,-0.060578291,0.11659434
ENSG00000167641,-0.059930051,0.116855501
ENSG00000169507,0.044974172,0.115993192
ENSG00000171823,0.046178056,0.116692338
ENSG00000177239,-0.080505421,0.116687244
ENSG00000178562,0.041587762,0.116691008
ENSG00000183172,-0.077000694,0.115496093
ENSG00000197933,0.038334493,0.116951358
ENSG00000206561,0.021838303,0.115591492
ENSG00000243466,-0.102679059,0.116132739
ENSG00000004059,-0.106137479,0.117615633
ENSG00000059758,0.057033452,0.117064685
ENSG00000088992,-0.035920821,0.117567306
ENSG00000112137,-0.099790329,0.117395288
ENSG00000115828,-0.042642759,0.117647151
ENSG00000125656,-0.069361881,0.117275406
ENSG00000140836,0.052493742,0.117537161
ENSG00000145390,0.047066802,0.117547769
ENSG00000146007,-0.102171284,0.1175099
ENSG00000179454,0.07870182,0.117198027
ENSG00000241553,-0.109041025,0.117202371
ENSG00000099290,0.089816132,0.117867423
ENSG00000185420,0.073732766,0.117830656
ENSG00000171853,-0.080060422,0.118060484
ENSG00000162729,-0.106758777,0.118124539
ENSG00000135605,0.036878068,0.118193002
ENSG00000159674,-0.049215046,0.118253057
ENSG00000114767,-0.057878393,0.118547766
ENSG00000123219,0.047297396,0.118592603
ENSG00000008394,-0.030505175,0.118659775
ENSG00000205220,-0.094937472,0.118743152
ENSG00000116824,-0.058668062,0.11898961
ENSG00000125686,0.081369385,0.118880579
ENSG00000169926,-0.071156278,0.119026133
ENSG00000172059,0.062194548,0.11904024
ENSG00000005812,0.068669952,0.119993371
ENSG00000048462,-0.051290996,0.119601394
ENSG00000062716,-0.078365618,0.119404502
ENSG00000073849,0.083918966,0.120280984
ENSG00000082898,0.089107214,0.119889863
ENSG00000099330,-0.03122147,0.120623492
ENSG00000103769,-0.111823161,0.119365375
ENSG00000104290,0.027645088,0.119869076
ENSG00000105879,0.075948186,0.119571174
ENSG00000107521,0.10504033,0.120307211
ENSG00000131844,0.08331247,0.119785728
ENSG00000136521,-0.101598354,0.120199596
ENSG00000136783,-0.08087187,0.119609567
ENSG00000136807,-0.059353713,0.120663079
ENSG00000138061,-0.036154323,0.120386313
ENSG00000156928,-0.073002776,0.120321737
ENSG00000158161,0.073701114,0.120076248
ENSG00000167642,-0.088818872,0.12002623
ENSG00000168283,0.064128704,0.12006105
ENSG00000173141,-0.090064134,0.119577003
ENSG00000188493,-0.053448895,0.120453379
ENSG00000196950,0.054224668,0.120622259
ENSG00000215251,0.068266632,0.120560732
ENSG00000217555,-0.082553102,0.119549289
ENSG00000247596,-0.102471459,0.119227009
ENSG00000259956,-0.082713223,0.119682968
ENSG00000127540,-0.082200893,0.120935627
